Event_id,Category,Location,Qualifications,Age
E1523,Healthcare,Yogyakarta,"Nursing, Medical research, Research",18-24
E1524,Healthcare,Jawa Barat,"Nursing, Geriatric care, Childcare",>17
E1525,Healthcare,Jawa Barat,"Counseling, Lab assistance, Mental health support",21-27
E1526,Healthcare,Yogyakarta,Medical coding,15-35
E1527,Healthcare,Bali,"Occupational therapy, Geriatric care, Elderly care",18-24
E1528,Healthcare,Bali,"Medical assistance, Geriatric care, Elderly care",16-38
E1529,Healthcare,Indonesia,"Medical assistance, Physical therapy, Childcare",>20
E1530,Healthcare,Bali,"Diet planning, Geriatric care, Elderly care",16-38
E1531,Healthcare,Bali,"Healthcare, Geriatric care, Elderly care",16-38
E1532,Healthcare,"Maluku, Banda Neira","First aid, Clinical research, Research",18-24
E1533,Healthcare,Yogyakarta,Nutrition,15-35
E1534,Healthcare,"Maluku, Banda Neira",Healthcare,16-38
E1535,Healthcare,"Maluku, Banda Neira","First aid, Medical research, Research",18-24
E1536,Healthcare,Bandung,"Counseling, Lab assistance, Mental health support",18-24
E1537,Healthcare,Bali,"Occupational therapy, Physical therapy, Childcare",16-38
E1538,Healthcare,Yogyakarta,"Counseling, Physical therapy, Mental health support",>17
E1539,Healthcare,Yogyakarta,"Medical coding, Geriatric care, Childcare",All
E1540,Healthcare,Tangerang,"Occupational therapy, Geriatric care, Lab technician",>20
E1541,Healthcare,Jakarta,"Counseling, Special needs support, Rehabilitation",>17
E1542,Healthcare,Bali,"Nutrition, Medical research, Elderly care",16-38
E1543,Healthcare,Indonesia,"Counseling, Geriatric care, Childcare",16-38
E1544,Healthcare,Jawa Barat,"Nursing, Lab assistance",16-38
E1545,Healthcare,Indonesia,"Occupational therapy, Mental health counseling, Childcare",17-30
E1546,Healthcare,Indonesia,"Occupational therapy, Physical therapy, Childcare",17-30
E1547,Healthcare,Yogyakarta,"Diet planning, Medical research, First aid",18-24
E1548,Healthcare,Bandung,"Counseling, Geriatric care",>17
E1549,Healthcare,Jakarta,"Counseling, Mental health counseling, Rehabilitation",>20
E1550,Healthcare,Indonesia,"Occupational therapy, Special needs support, Childcare",18-24
E1551,Healthcare,Tangerang,"Nutrition, Lab assistance",21-27
E1552,Healthcare,Bandung,"Counseling, Mental health counseling, Mental health support",>17
E1553,Healthcare,Bali,"Counseling, Mental health counseling, Mental health support",16-38
E1554,Healthcare,Bandung,"Healthcare, First aid",21-27
E1555,Healthcare,Bali,"Healthcare, Geriatric care, Elderly care",18-24
E1556,Healthcare,Tangerang,"Counseling, Mental health counseling, Research",18-24
E1557,Healthcare,Yogyakarta,"Medical assistance, Lab assistance, Lab technician",18-24
E1558,Healthcare,Bandung,"Medical assistance, Mental health counseling, Mental health support",>17
E1559,Healthcare,Jawa Barat,Nutrition,All
E1560,Healthcare,Jakarta,"Counseling, Medical research, Lab technician",18-24
E1561,Healthcare,Jakarta,"Diet planning, Lab assistance, First aid",17-30
E1562,Healthcare,Bandung,"Medical coding, Mental health counseling, Lab technician",17-30
E1563,Healthcare,Tangerang,"Medical assistance, Clinical research",21-27
E1564,Healthcare,Jawa Barat,"Healthcare, Geriatric care, Research",16-38
E1565,Healthcare,Jakarta,"Healthcare, Special needs support, Lab technician",All
E1566,Healthcare,Jakarta,"Counseling, Geriatric care, Elderly care",>20
E1567,Healthcare,Indonesia,"Occupational therapy, Physical therapy, Lab technician",>20
E1568,Healthcare,Yogyakarta,"Nutrition, Lab assistance, Mental health support",>20
E1569,Healthcare,Yogyakarta,"Medical coding, First aid",15-35
E1570,Healthcare,Bandung,"Counseling, Medical research, First aid",>20
E1571,Healthcare,Tangerang,"Occupational therapy, Special needs support, First aid",18-24
E1572,Healthcare,Indonesia,"Medical coding, Mental health counseling, Mental health support",>20
E1573,Healthcare,Jawa Barat,"Nursing, Special needs support",All
E1574,Healthcare,Jawa Barat,"Nutrition, Lab technician",18-24
E1575,Healthcare,Yogyakarta,"First aid, Clinical research, Research",18-24
E1576,Healthcare,Yogyakarta,"Nutrition, Clinical research, First aid",18-24
E1577,Healthcare,Jawa Barat,Diet planning,18-24
E1578,Healthcare,Jawa Barat,Nursing,All
E1579,Healthcare,Yogyakarta,"Counseling, Medical research, Research",18-24
E1580,Healthcare,Jakarta,"Occupational therapy, Medical research",21-27
E1581,Healthcare,Indonesia,"First aid, Physical therapy, Elderly care",18-24
E1582,Healthcare,Jawa Barat,"Diet planning, Physical therapy",17-30
E1583,Healthcare,Bandung,"Counseling, Mental health counseling, Mental health support",>17
E1584,Healthcare,Jakarta,"Nutrition, Childcare",17-30
E1585,Healthcare,Tangerang,"Counseling, Mental health counseling, First aid",17-30
E1586,Healthcare,Jakarta,"Occupational therapy, Special needs support",17-30
E1587,Healthcare,Tangerang,Nutrition,15-35
E1588,Healthcare,Yogyakarta,"Medical coding, Medical research, Rehabilitation",>20
E1589,Healthcare,Yogyakarta,"First aid, Mental health counseling, Rehabilitation",15-35
E1590,Healthcare,Jakarta,"Medical assistance, Special needs support, Elderly care",>20
E1591,Healthcare,Tangerang,"First aid, Mental health counseling",>17
E1592,Healthcare,"Maluku, Banda Neira","Medical assistance, Physical therapy, Lab technician",>20
E1593,Social,Solo,"Environmental education, Health education, Career guidance",>18
E1594,Social,Indonesia,"Marketing, Leadership training, Research",17-30
E1595,Social,Tangerang,"Digital marketing, Creative design",18-24
E1596,Social,Jawa Barat,"Marketing, Emergency response, Communication",All
E1597,Social,Bali,"Marketing, Medical research, Clinical research",>17
E1598,Social,Bandung,"Graphic design, Leadership training, Creative design",18-24
E1599,Social,Yogyakarta,"Graphic design, Special needs support",21-27
E1600,Social,Tangerang,"Graphic design, Public relation, Communication",>17
E1601,Social,Yogyakarta,"Customer service, Sports coaching, Case management",18-24
E1602,Social,Bali,"Childcare, Social media, Communication",>20
E1603,Social,Indonesia,"Visual communication, Leadership training, Research",17-30
E1604,Social,Bali,"Customer service, Social media, Administrative tasks",>20
E1605,Social,"Maluku, Banda Neira","Graphic design, Leadership development, Research",18-24
E1606,Social,Tangerang,"Digital marketing, Emergency response, Case management",All
E1607,Social,"Maluku, Banda Neira","Customer service, Emergency response, Administrative tasks",>20
E1608,Social,Yogyakarta,"Digital marketing, Sports coaching, Case management",15-35
E1609,Social,Yogyakarta,"Social media management, Emergency response, Case management",>17
E1610,Social,Jakarta,"Graphic design, Emergency response, Administrative tasks",>20
E1611,Social,"Maluku, Banda Neira","Graphic design, Leadership development, Creative design",>17
E1612,Social,Yogyakarta,"Graphic design, Leadership development, Case management",18-24
E1613,Social,Bandung,"Elderly care, Emergency response, Administrative tasks",>20
E1614,Social,Bali,"Social media management, Social media, Clinical research",16-38
E1615,Social,Bandung,"Customer service, Medical research, Clinical research",>17
E1616,Social,Yogyakarta,"Graphic design, Sports coaching, Creative design",18-24
E1617,Social,Jawa Barat,"Fundraising, Public relation, Community outreach",18-24
E1618,Social,Yogyakarta,"Fundraising, Community outreach",18-24
E1619,Social,Bali,"Customer service, Social media, Special needs support",16-38
E1620,Social,Indonesia,"Visual communication, Leadership training, Research",17-30
E1621,Social,Bali,"Graphic design, Medical research",16-38
E1622,Social,Jakarta,"Social media management, Social media, Special needs support",18-24
E1623,Social,Bali,"Social media management, Social media, Special needs support",All
E1624,Social,Yogyakarta,"Elderly care, Creative design",21-27
E1625,Social,Jakarta,"Social media management, Social media, Community outreach",>17
E1626,Social,Tangerang,"Social media management, Emergency response",All
E1627,Social,Jakarta,"Customer service, Social media, Community outreach",>20
E1628,Social,Bandung,"Childcare, Clinical research",>17
E1629,Social,Yogyakarta,"Social media management, Sports coaching, Case management",15-35
E1630,Social,Yogyakarta,"Childcare, Creative design",21-27
E1631,Social,Yogyakarta,"Digital marketing, Sports coaching, Case management",18-24
E1632,Social,Yogyakarta,"Marketing, Leadership development, Case management",All
E1633,Social,Yogyakarta,"Social media management, Social media, Clinical research",15-35
E1634,Social,Indonesia,"Visual communication, Emergency response, Research",17-30
E1635,Social,Bandung,"Childcare, Leadership development, Administrative tasks",15-35
E1636,Social,Bandung,"Elderly care, Public relation, Special needs support",>20
E1637,Social,Bali,"Marketing, Medical research, Administrative tasks",16-38
E1638,Social,Indonesia,"Social media management, Medical research, Clinical research",>17
E1639,Social,Yogyakarta,"Digital marketing, Sports coaching, Case management",15-35
E1640,Social,Tangerang,"Social media management, Leadership training, Special needs support",All
E1641,Social,"Maluku, Banda Neira","Childcare, Public relation, Clinical research",>17
E1642,Social,"Maluku, Banda Neira","Fundraising, Public relation, Communication",>17
E1643,Social,Indonesia,"Customer service, Leadership training, Research",17-30
E1644,Social,"Maluku, Banda Neira","Elderly care, Social media, Special needs support",18-24
E1645,Social,Bandung,"Childcare, Medical research, Administrative tasks",>20
E1646,Social,"Maluku, Banda Neira","Graphic design, Leadership training, Community outreach",18-24
E1647,Social,Jawa Barat,"Marketing, Leadership development, Community outreach",18-24
E1648,Social,"Maluku, Banda Neira","Social media management, Public relation, Communication",>17
E1649,Social,Jakarta,"Customer service, Medical research, Clinical research",>17
E1650,Social,Yogyakarta,"Graphic design, Creative design",>17
E1651,Social,Tangerang,"Visual communication, Emergency response, Administrative tasks",>20
E1652,Social,Yogyakarta,"Digital marketing, Case management",21-27
E1653,Social,Yogyakarta,"Digital marketing, Sports coaching, Case management",15-35
E1654,Social,Yogyakarta,"Social media management, Leadership development, Community outreach",18-24
E1655,Social,Bandung,"Childcare, Medical research, Communication",>17
E1656,Social,Tangerang,"Elderly care, Creative design",21-27
E1657,Social,Bali,"Graphic design, Medical research, Research",15-35
E1658,Social,Jakarta,"Customer service, Public relation, Administrative tasks",18-24
E1659,Social,Bali,"Digital marketing, Social media, Case management",21-27
E1660,Social,Bali,"Childcare, Leadership development",All
E1661,Social,"Maluku, Banda Neira","Graphic design, Public relation, Community outreach",18-24
E1662,Social,Bandung,"Visual communication, Medical research",>17
E1663,Social,Jakarta,"Childcare, Public relation",18-24
E1664,Social,Bali,"Marketing, Emergency response, Case management",All
E1665,Social,Bali,"Visual communication, Emergency response, Communication",>20
E1666,Social,Yogyakarta,"Fundraising, Special needs support",15-35
E1667,Social,Indonesia,"Visual communication, Leadership training, Research",17-30
E1668,Social,"Maluku, Banda Neira","Visual communication, Sports coaching, Clinical research",21-27
E1669,Social,Tangerang,"Childcare, Medical research, Administrative tasks",17-30
E1670,Social,Bali,"Social media management, Social media, Special needs support",16-38
E1671,Social,"Maluku, Banda Neira",Elderly care,All
E1672,Social,"Maluku, Banda Neira","Graphic design, Community outreach",18-24
E1673,Social,Jawa Barat,"Digital marketing, Public relation, Special needs support",18-24
E1674,Social,Jawa Barat,"Marketing, Leadership development, Communication",All
E1675,Social,Jawa Barat,"Marketing, Communication",21-27
E1676,Social,Bandung,"Elderly care, Medical research, Communication",18-24
E1677,Social,Tangerang,"Marketing, Social media, Administrative tasks",All
E1678,Social,Bali,"Social media management, Social media, Special needs support",16-38
E1679,Social,Bandung,"Digital marketing, Medical research, Community outreach",18-24
E1680,Social,Bali,Graphic design,18-24
E1681,Social,Bandung,"Elderly care, Emergency response, Creative design",21-27
E1682,Social,Jawa Barat,"Visual communication, Sports coaching, Clinical research",17-30
E1683,Social,Bali,"Customer service, Emergency response, Community outreach",All
E1684,Social,Bali,"Social media management, Special needs support",16-38
E1685,Social,Yogyakarta,"Elderly care, Leadership development, Research",All
E1686,Social,Indonesia,"Visual communication, Leadership training, Communication",17-30
E1687,Social,Yogyakarta,"Digital marketing, Sports coaching, Administrative tasks",17-30
E1688,Social,Jawa Barat,"Childcare, Medical research, Communication",All
E1689,Social,Jawa Barat,"Social media management, Leadership development, Special needs support",17-30
E1690,Social,Indonesia,"Elderly care, Public relation, Clinical research",All
E1691,Social,Tangerang,"Elderly care, Communication",21-27
E1692,Social,Yogyakarta,"Graphic design, Sports coaching, Clinical research",15-35
E1693,Social,Bandung,"Customer service, Emergency response, Clinical research",>20
E1694,Social,Jakarta,"Childcare, Emergency response, Case management",>20
E1695,Social,Tangerang,"Visual communication, Administrative tasks",>20
E1696,Social,Indonesia,"Customer service, Emergency response, Community outreach",16-38
E1697,Social,Bali,"Visual communication, Social media, Special needs support",16-38
E1698,Social,"Maluku, Banda Neira","Fundraising, Emergency response, Creative design",18-24
E1699,Social,Indonesia,"Marketing, Leadership training, Research",17-30
E1700,Social,Jakarta,"Customer service, Emergency response",>20
E1701,Social,Bali,"Social media management, Creative design",17-30
E1702,Social,Jakarta,"Elderly care, Emergency response, Administrative tasks",All
E1703,Social,Jawa Barat,"Customer service, Emergency response, Administrative tasks",>20
E1704,Social,Yogyakarta,"Marketing, Public relation, Community outreach",16-38
E1705,Social,Jakarta,"Social media management, Social media, Administrative tasks",>17
E1706,Social,Jawa Barat,"Marketing, Leadership development, Special needs support",16-38
E1707,Social,Indonesia,"Customer service, Sports coaching, Research",18-24
E1708,Social,Bandung,"Social media management, Leadership development, Special needs support",>17
E1709,Social,Jawa Barat,"Visual communication, Medical research, Creative design",21-27
E1710,Social,Indonesia,"Fundraising, Creative design",17-30
E1711,Social,Indonesia,"Fundraising, Sports coaching, Communication",>20
E1712,Social,Indonesia,"Social media management, Emergency response, Administrative tasks",>20
E1713,Social,Jawa Barat,"Fundraising, Leadership development",All
E1714,Social,"Maluku, Banda Neira","Visual communication, Leadership training, Administrative tasks",17-30
E1715,Social,Yogyakarta,"Childcare, Public relation, Creative design",18-24
E1716,Social,Bandung,"Childcare, Social media, Communication",>17
E1717,Social,Jakarta,"Customer service, Leadership development, Research",21-27
E1718,Social,Bandung,"Social media management, Social media, Creative design",21-27
E1719,Social,"Maluku, Banda Neira","Customer service, Leadership development, Clinical research",16-38
E1720,Social,Yogyakarta,"Digital marketing, Leadership training, Research",21-27
E1721,Social,Tangerang,"Elderly care, Creative design",16-38
E1722,Social,Bali,"Social media management, Social media, Creative design",21-27
E1723,Social,"Maluku, Banda Neira","Customer service, Case management",15-35
E1724,Social,Bali,"Social media management, Sports coaching, Special needs support",16-38
E1725,Social,Yogyakarta,"Fundraising, Public relation",18-24
E1726,Social,Tangerang,"Visual communication, Leadership training, Research",17-30
E1727,Social,Yogyakarta,"Graphic design, Community outreach",18-24
E1728,Social,Bandung,"Marketing, Leadership development, Creative design",All
E1729,Social,Tangerang,"Visual communication, Research",15-35
E1730,Social,Bandung,"Visual communication, Emergency response, Community outreach",>17
E1731,Social,Jakarta,"Childcare, Emergency response, Administrative tasks",>17
E1732,Social,Indonesia,"Elderly care, Social media, Creative design",21-27
E1733,Social,Tangerang,"Social media management, Social media, Special needs support",16-38
E1734,Social,Tangerang,"Elderly care, Sports coaching, Creative design",>20
E1735,Social,Bali,"Social media management, Social media, Research",18-24
E1736,Social,"Maluku, Banda Neira","Graphic design, Public relation",18-24
E1737,Social,"Maluku, Banda Neira","Childcare, Leadership development, Special needs support",>17
E1738,Social,Indonesia,"Visual communication, Research",17-30
E1739,Social,"Maluku, Banda Neira","Visual communication, Public relation, Community outreach",18-24
E1740,Social,Tangerang,"Visual communication, Social media, Creative design",21-27
E1741,Social,Bandung,"Customer service, Social media, Creative design",16-38
E1742,Social,"Maluku, Banda Neira","Elderly care, Public relation, Administrative tasks",18-24
E1743,Social,Indonesia,"Visual communication, Emergency response, Communication",17-30
E1744,Social,Jakarta,"Elderly care, Communication",15-35
E1745,Social,Indonesia,Digital marketing,18-24
E1746,Social,Bandung,"Social media management, Social media, Communication",16-38
E1747,Social,Yogyakarta,"Fundraising, Clinical research",17-30
E1748,Social,Jawa Barat,"Marketing, Social media, Case management",All
E1749,Social,Indonesia,"Visual communication, Leadership training, Research",17-30
E1750,Social,Jawa Barat,"Graphic design, Sports coaching, Clinical research",All
E1751,Social,Jawa Barat,"Childcare, Leadership training, Administrative tasks",16-38
E1752,Social,Jawa Barat,"Marketing, Sports coaching, Communication",All
E1753,Social,Jakarta,"Customer service, Leadership development, Administrative tasks",All
E1754,Social,"Maluku, Banda Neira","Fundraising, Public relation, Community outreach",21-27
E1755,Social,Yogyakarta,"Elderly care, Case management",21-27
E1756,Social,Yogyakarta,"Marketing, Social media, Clinical research",All
E1757,Social,"Maluku, Banda Neira","Marketing, Special needs support",All
E1758,Social,Indonesia,"Marketing, Leadership development, Communication",All
E1759,Social,Tangerang,"Elderly care, Communication",21-27
E1760,Social,Tangerang,"Social media management, Emergency response, Communication",15-35
E1761,Social,Indonesia,"Childcare, Medical research, Administrative tasks",>17
E1762,Social,Yogyakarta,"Childcare, Sports coaching",>20
E1763,Social,Tangerang,"Social media management, Creative design",21-27
E1764,Social,Jakarta,"Fundraising, Public relation, Research",18-24
E1765,Social,Yogyakarta,"Digital marketing, Case management",15-35
E1766,Social,Jawa Barat,"Marketing, Leadership development, Community outreach",All
E1767,Social,Jawa Barat,"Marketing, Communication",18-24
E1768,Social,Jakarta,"Elderly care, Creative design",21-27
E1769,Social,Bandung,"Childcare, Medical research, Clinical research",>17
E1770,Social,Jakarta,"Customer service, Communication",>20
E1771,Social,Tangerang,"Social media management, Communication",>20
E1772,Social,Bali,"Social media management, Leadership development, Special needs support",>20
E1773,Social,"Maluku, Banda Neira",Customer service,18-24
E1774,Social,Bali,"Customer service, Emergency response, Administrative tasks",>20
E1775,Social,Bandung,"Fundraising, Leadership training, Administrative tasks",15-35
E1776,Social,Tangerang,"Customer service, Emergency response, Administrative tasks",>20
E1777,Social,Indonesia,"Marketing, Community outreach",18-24
E1778,Social,Yogyakarta,"Visual communication, Creative design",18-24
E1779,Social,Indonesia,"Visual communication, Research",17-30
E1780,Social,Yogyakarta,"Elderly care, Case management",21-27
E1781,Social,Indonesia,"Customer service, Emergency response, Creative design",17-30
E1782,Social,Yogyakarta,"Graphic design, Sports coaching, Creative design",15-35
E1783,Social,Bali,"Digital marketing, Communication",16-38
E1784,Social,Tangerang,"Graphic design, Creative design",21-27
E1785,Social,Indonesia,"Elderly care, Creative design",21-27
E1786,Social,Jawa Barat,"Elderly care, Research",All
E1787,Social,Bandung,"Customer service, Leadership training, Research",17-30
E1788,Social,Yogyakarta,"Visual communication, Communication",All
E1789,Social,Bali,"Elderly care, Emergency response, Clinical research",>20
E1790,Social,Yogyakarta,"Visual communication, Communication",>20
E1791,Social,Yogyakarta,"Digital marketing, Sports coaching",21-27
E1792,Social,Yogyakarta,"Elderly care, Medical research, Clinical research",18-24
E1793,Social,Indonesia,"Graphic design, Communication",21-27
E1794,Social,"Maluku, Banda Neira","Customer service, Leadership training, Administrative tasks",18-24
E1795,Social,Bandung,"Childcare, Leadership development, Clinical research",All
E1796,Social,Jawa Barat,"Marketing, Leadership development, Communication",All
E1797,Social,Indonesia,"Visual communication, Leadership training, Research",17-30
E1798,Social,Jawa Barat,"Elderly care, Communication",All
E1799,Social,Bali,"Graphic design, Medical research, Clinical research",All
E1800,Social,Bali,"Digital marketing, Social media, Community outreach",18-24
E1801,Social,Bali,"Social media management, Leadership training, Special needs support",17-30
E1802,Social,Tangerang,"Elderly care, Public relation, Community outreach",18-24
E1803,Social,Yogyakarta,"Digital marketing, Clinical research",15-35
E1804,Social,Indonesia,"Marketing, Leadership training, Research",17-30
E1805,Social,Indonesia,"Fundraising, Leadership development, Community outreach",16-38
E1806,Social,Bali,"Social media management, Sports coaching, Research",16-38
E1807,Social,Yogyakarta,"Elderly care, Case management",All
E1808,Social,Bali,"Childcare, Social media, Case management",18-24
E1809,Social,Indonesia,"Childcare, Sports coaching, Communication",>17
E1810,Social,Indonesia,"Elderly care, Community outreach",21-27
E1811,Social,Jawa Barat,"Fundraising, Leadership development, Communication",All
E1812,Social,Jawa Barat,"Social media management, Social media, Special needs support",16-38
E1813,Social,Jakarta,"Social media management, Social media, Research",>20
E1814,Social,Jakarta,"Customer service, Medical research, Administrative tasks",>20
E1815,Social,Bandung,"Social media management, Leadership training, Community outreach",>20
E1816,Social,Jakarta,"Customer service, Sports coaching, Clinical research",>20
E1817,Social,Jawa Barat,"Childcare, Leadership development, Communication",All
E1818,Social,Tangerang,"Elderly care, Leadership development, Research",All
E1819,Social,Bali,"Social media management, Medical research, Special needs support",All
E1820,Social,Bandung,"Visual communication, Medical research, Special needs support",>17
E1821,Social,Bandung,"Customer service, Emergency response, Communication",>20
E1822,Social,Jawa Barat,"Elderly care, Sports coaching, Case management",18-24
E1823,Social,Tangerang,"Customer service, Case management",21-27
E1824,Social,Indonesia,"Elderly care, Public relation",16-38
E1825,Social,Tangerang,"Childcare, Social media, Clinical research",21-27
E1826,Social,Indonesia,"Childcare, Leadership development, Clinical research",18-24
E1827,Social,Bali,"Fundraising, Creative design",18-24
E1828,Social,Bandung,"Elderly care, Medical research, Clinical research",15-35
E1829,Social,Bandung,"Childcare, Emergency response, Clinical research",15-35
E1830,Social,Jawa Barat,"Marketing, Emergency response, Communication",17-30
E1831,Social,Indonesia,"Visual communication, Leadership training, Research",17-30
E1832,Social,Bali,"Customer service, Social media, Administrative tasks",16-38
E1833,Social,Jawa Barat,"Visual communication, Public relation, Administrative tasks",18-24
E1834,Social,Yogyakarta,"Digital marketing, Sports coaching, Case management",18-24
E1835,Social,Bandung,"Visual communication, Leadership training, Research",17-30
E1836,Social,Bandung,"Social media management, Social media, Clinical research",21-27
E1837,Social,Jakarta,"Marketing, Leadership development, Communication",All
E1838,Social,"Maluku, Banda Neira","Digital marketing, Creative design",18-24
E1839,Social,Tangerang,"Social media management, Sports coaching, Administrative tasks",>17
E1840,Social,"Maluku, Banda Neira","Childcare, Leadership training, Clinical research",18-24
E1841,Social,Jawa Barat,"Marketing, Leadership development, Communication",All
E1842,Social,Tangerang,"Visual communication, Leadership training, Research",>20
E1843,Social,"Maluku, Banda Neira","Childcare, Medical research, Clinical research",>17
E1844,Social,Jawa Barat,"Customer service, Leadership training, Research",All
E1845,Social,Bali,"Social media management, Leadership training, Research",16-38
E1846,Social,Bandung,"Graphic design, Medical research, Special needs support",>17
E1847,Social,Tangerang,"Childcare, Medical research, Clinical research",>20
E1848,Social,Bali,"Social media management, Special needs support",>17
E1849,Social,Bandung,"Elderly care, Sports coaching, Clinical research",21-27
E1850,Social,Bali,"Social media management, Social media, Clinical research",16-38
E1851,Social,Yogyakarta,"Childcare, Sports coaching, Case management",18-24
E1852,Social,Jakarta,"Customer service, Social media, Research",>17
E1853,Social,Bandung,"Elderly care, Leadership development, Creative design",>20
E1854,Social,Tangerang,"Childcare, Leadership development, Creative design",>17
E1855,Social,Bandung,"Social media management, Clinical research",18-24
E1856,Social,Jawa Barat,"Customer service, Sports coaching, Community outreach",16-38
E1857,Social,Yogyakarta,"Visual communication, Case management",18-24
E1858,Social,Tangerang,"Marketing, Leadership development, Creative design",15-35
E1859,Social,Yogyakarta,"Customer service, Emergency response, Administrative tasks",>20
E1860,Social,"Maluku, Banda Neira","Elderly care, Social media, Research",17-30
E1861,Social,Bali,"Childcare, Case management",>17
E1862,Social,Bali,"Customer service, Social media, Administrative tasks",18-24
E1863,Social,Yogyakarta,"Graphic design, Sports coaching, Community outreach",16-38
E1864,Social,Bali,"Fundraising, Special needs support",16-38
E1865,Social,Yogyakarta,"Digital marketing, Social media, Special needs support",15-35
E1866,Social,Indonesia,"Graphic design, Public relation, Research",18-24
E1867,Social,Bali,"Customer service, Social media, Special needs support",>17
E1868,Social,Bali,"Childcare, Social media, Special needs support",16-38
E1869,Social,Yogyakarta,"Digital marketing, Medical research, Administrative tasks",15-35
E1870,Social,Bali,"Elderly care, Social media, Special needs support",16-38
E1871,Social,Jawa Barat,"Digital marketing, Case management",>20
E1872,Social,Bandung,"Childcare, Medical research, Clinical research",>20
E1873,Social,Tangerang,"Childcare, Creative design",18-24
E1874,Social,Bali,"Social media management, Social media, Communication",16-38
E1875,Social,Yogyakarta,"Fundraising, Social media, Community outreach",18-24
E1876,Social,Jakarta,"Digital marketing, Leadership development, Administrative tasks",>20
E1877,Social,Jakarta,"Social media management, Sports coaching, Case management",>20
E1878,Social,Jakarta,"Childcare, Medical research, Communication",>17
E1879,Social,Yogyakarta,"Elderly care, Social media, Administrative tasks",16-38
E1880,Social,Jawa Barat,"Digital marketing, Medical research, Clinical research",15-35
E1881,Social,Indonesia,"Marketing, Research",>20
E1882,Social,Bandung,"Social media management, Medical research, Communication",>17
E1883,Social,Yogyakarta,Graphic design,All
E1884,Social,"Maluku, Banda Neira",Childcare,17-30
E1885,Social,Indonesia,"Visual communication, Emergency response, Research",17-30
E1886,Social,Jakarta,"Visual communication, Administrative tasks",>20
E1887,Social,Yogyakarta,"Digital marketing, Sports coaching, Special needs support",21-27
E1888,Social,Bandung,"Graphic design, Medical research, Research",All
E1889,Social,Bali,"Fundraising, Leadership development, Community outreach",>17
E1890,Social,"Maluku, Banda Neira","Graphic design, Public relation, Community outreach",17-30
E1891,Social,"Maluku, Banda Neira","Fundraising, Public relation, Community outreach",>17
E1892,Social,Bali,"Childcare, Medical research, Special needs support",16-38
E1893,Social,"Maluku, Banda Neira",Digital marketing,18-24
E1894,Social,Yogyakarta,"Fundraising, Sports coaching, Case management",15-35
E1895,Social,Indonesia,"Visual communication, Leadership training, Research",17-30
E1896,Social,Jakarta,"Fundraising, Administrative tasks",18-24
E1897,Social,Jawa Barat,"Marketing, Communication",18-24
E1898,Social,Yogyakarta,"Social media management, Social media, Special needs support",16-38
E1899,Social,Yogyakarta,"Fundraising, Emergency response, Case management",15-35
E1900,Social,Yogyakarta,"Childcare, Sports coaching, Clinical research",15-35
E1901,Social,"Maluku, Banda Neira","Marketing, Social media, Community outreach",18-24
E1902,Social,Yogyakarta,"Graphic design, Creative design",18-24
E1903,Social,Tangerang,"Elderly care, Social media, Research",18-24
E1904,Social,Indonesia,"Visual communication, Emergency response, Research",17-30
E1905,Social,Bandung,"Childcare, Clinical research",>17
E1906,Social,"Maluku, Banda Neira","Fundraising, Medical research, Case management",18-24
E1907,Social,Yogyakarta,"Digital marketing, Emergency response, Administrative tasks",>20
E1908,Social,Yogyakarta,"Digital marketing, Creative design",15-35
E1909,Social,Indonesia,"Visual communication, Emergency response, Community outreach",18-24
E1910,Social,Yogyakarta,"Elderly care, Sports coaching",>20
E1911,Social,Yogyakarta,"Marketing, Emergency response, Communication",All
E1912,Social,Bali,"Social media management, Social media, Special needs support",18-24
E1913,Social,Bandung,"Childcare, Medical research, Clinical research",All
E1914,Social,Bandung,"Childcare, Clinical research",>17
E1915,Social,Bali,"Customer service, Emergency response, Community outreach",>20
E1916,Social,Yogyakarta,"Visual communication, Medical research, Research",15-35
E1917,Social,Yogyakarta,"Customer service, Emergency response, Community outreach",18-24
E1918,Social,Jawa Barat,"Marketing, Leadership development, Communication",>17
E1919,Social,Jakarta,"Fundraising, Leadership development",18-24
E1920,Social,Yogyakarta,"Visual communication, Leadership training, Research",16-38
E1921,Social,Yogyakarta,"Digital marketing, Sports coaching, Communication",21-27
E1922,Social,Indonesia,"Marketing, Administrative tasks",18-24
E1923,Social,"Maluku, Banda Neira","Childcare, Emergency response, Research",>17
E1924,Social,Jawa Barat,"Customer service, Leadership development, Research",16-38
E1925,Social,"Maluku, Banda Neira","Digital marketing, Emergency response, Case management",21-27
E1926,Social,Jawa Barat,"Customer service, Leadership development, Communication",All
E1927,Social,Yogyakarta,"Marketing, Sports coaching, Communication",18-24
E1928,Social,Indonesia,"Marketing, Community outreach",>20
E1929,Social,Yogyakarta,"Childcare, Creative design",21-27
E1930,Social,Jakarta,"Elderly care, Emergency response, Communication",21-27
E1931,Social,Jakarta,"Customer service, Medical research, Special needs support",>17
E1932,Social,Yogyakarta,"Childcare, Sports coaching, Case management",15-35
E1933,Social,Bali,"Social media management, Sports coaching",All
E1934,Social,Jawa Barat,"Marketing, Leadership development",18-24
E1935,Social,Yogyakarta,"Visual communication, Leadership training, Research",18-24
E1936,Social,Indonesia,"Digital marketing, Sports coaching, Community outreach",15-35
E1937,Social,Bali,"Social media management, Social media, Special needs support",16-38
